"Compound_Name","molar_mass_g_mol","exact_mass_da","formula","lipinski_ro5","atom_count","heavy_atom_count","asymmetric_atom_count","rotatable_bond_count","ring_count","aromatic_ring_count","hetero_ring_count","fsp3","hbd_count","hba_count","formal_charge","tpsa_a2","rel_polar_sa","polarizability_a3","molar_refractivity_cm3_mol","vdw_volume_a3","min_projection_area_a2","max_projection_area_a2","min_projection_radius_a","max_projection_radius_a","vdw_surface_area_a2","solvent_accessible_surface_area_a2","pka_acid_strongest","pka_base_strongest","isoelectric_point","intrinsic_solubility_logS","solubility_category","logp","logd_ph0","logd_ph1","logd_ph2","logd_ph3","logd_ph4","logd_ph5","logd_ph6","logd_ph7","logD_pH7_4_interp","logd_ph8","logd_ph9","logd_ph10","logd_ph11","logd_ph12","logd_ph13","logd_ph14","hlb","iupac_name","smiles","inchi","inchikey","traditional_name","common_names","cas_registry_numbers","smiles_ew","formula_EW","molwt_EW","rb_EW","glob_EW","pbf_EW","func_group_EW","CID","smiles_PC","CAS_PC","MW_Da_PC","Dominant_charge_pH_7_4","Dominant_charge_pH_7_4_code","per_dominant_charge_pH_7_4","Charge_pH_7_4_num","func_group_updated","func_group_other","CODE_2","CODE","Class_abbrv","Class_abbrv_2","hydrophilic_compound","lowglob","lowflex","ENTRY_compound","Neg_charge_T_F","Positive_charge_T_F","Zwitt_charge_T_F","Uncharged_T_F","Group","spp_7_4"
"Fluoxetine","309.332","309.134048693","C17H18F3NO","true","40","22","1","7","2","2","0","0.29","1","2","0","21.26",0.0471857244318182,"30.44","80.37","274.37","42.96","81.31","4.67","7.49","450.56","556.68",NA,"9.4",NA,"-4.07","Moderate","4.17","0.93","0.93","0.93","0.93","0.93","0.96","1.16","1.83",2.202,"2.76","3.63","4.08","4.16","4.17","4.17","4.17","9.45","methyl({3-phenyl-3-[4-(trifluoromethyl)phenoxy]propyl})amine","CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1","InChI=1/C17H18F3NO/c1-21-12-11-16(13-5-3-2-4-6-13)22-15-9-7-14(8-10-15)17(18,19)20/h2-10,16,21H,11-12H2,1H3","RTHCYVBBDHJXIQ-UHFFFAOYNA-N","fluoxetine","adofen; affectine; alzac 20; animex-on; ansilan; deprex; deproxin; erocap; eufor; fluctin; fluctine; fludac; flufran; flunil; fluox; fluox-puren; fluoxac; fluoxeren; fluoxetin; fluoxetina; fluoxetine; fluoxetine (product); fluoxetine (substance); fluoxetine preparation; fluoxetinum; fluoxil; flutin; flutine; fluval; fluxen; fluxil; fontex; foxetin; lorien; lovan; margrilan; modipran; neupax; nopres; nuzak; oxedep; pragmaten; prizma; proctin; prodep; prozac; prozac 20; prozac weekly; pulvules; reconcile; reneuron; rowexetina; sanzur; sarafem; sinzac; zactin; zepax; 氟西汀","54910-89-3, 57226-07-0","CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1","C17H18F3NO",309.326,7,0.127686,0.938695,"Secondary Amine",3386,"CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F","54910-89-3",309.33,"(+1)","+",0.99,0.99,"Secondary Amine","Secondary Amine","Pollutant","Non-antibiotic drug","Non-antibiotic drug","Pollutant",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"No group","cation"
"Flupyradifurone","288.68","288.0477116","C12H11ClF2N2O2","true","30","19","0","5","2","1","2","0.33","0","3","0","42.43",0.121142041399001,"24.84","67.75","224.25","44.14","70.19","4.58","6.71","350.25","387.62",NA,"2.45",NA,"-3.68","Moderate","1.84","-0.67","0.37","1.26","1.73","1.83","1.84","1.84","1.84",1.84,"1.84","1.84","1.84","1.84","1.84","1.84","1.84","13.61","4-{[(6-chloropyridin-3-yl)methyl](2,2-difluoroethyl)amino}-2,5-dihydrofuran-2-one","FC(F)CN(CC1=CN=C(Cl)C=C1)C1=CC(=O)OC1","InChI=1S/C12H11ClF2N2O2/c13-10-2-1-8(4-16-10)5-17(6-11(14)15)9-3-12(18)19-7-9/h1-4,11H,5-7H2","QOIYTRGFOFZNKF-UHFFFAOYSA-N","flupyradifurone","flupyradifurone","951659-40-8","FC(F)CN(CC1=CN=C(Cl)C=C1)C1=CC(=O)OC1","C12H11ClF2N2O2",288.678,5,0.185939,0.928839,"No Amine",16752772,"C1C(=CC(=O)O1)N(CC2=CN=C(C=C2)Cl)CC(F)F","951659-40-8",288.68,"(0)","0",1,0,"No Amine","No Amine","Pollutant","Pesticide","Pesticide","Pollutant",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"No group","Neutral"
"Gabapentin","171.24","171.125928791","C9H17NO2","true","29","12","0","3","1","0","0","0.89","2","3","0","63.32",0.211256797784673,"18.62","46.33","176.09","36.03","52.65","3.9","5.25","299.73","288.45","4.63","9.91","7.18","-1.13","High","-1.27","-2.04","-2.04","-2.04","-2.0","-1.76","-1.4","-1.29","-1.27",-1.274,"-1.28","-1.32","-1.59","-2.17","-2.48","-2.53","-2.54","12.33","2-[1-(aminomethyl)cyclohexyl]acetic acid","NCC1(CC(O)=O)CCCCC1","InChI=1S/C9H17NO2/c10-7-9(6-8(11)12)4-2-1-3-5-9/h1-7,10H2,(H,11,12)","UGJMXCAKCUNAIE-UHFFFAOYSA-N","gabapentin","aclonium; apo-gabapentin; apotex brand of gabapentin; aventis brand of gabapentin; gabapentin; gabapentin (product); gabapentin (substance); gabapentin GR; gabapentin hexal; gabapentin preparation; gabapentin stada; gabapentin-ratiopharm; gabapentine; gabapentine [inn-french]; gabapentino; gabapentino [inn-spanish]; gabapentinum; gabapetin; hexal brand of gabapentin; neurontin; novo-gabapentin; novo-gabapentine; novopharm brand of gabapentin; parke davis brand of gabapentin; pfizer brand of gabapentin; pharmascience brand of gabapentin; pms-gabapentin; ratiopharm brand of gabapentin; stadapharm brand of gabapentin; 加巴喷丁","60142-96-3, 1126623-20-8","NCC1(CC(O)=O)CCCCC1","C9H17NO2",171.237,3,0.350946,0.968233,"Primary Amine",3446,"C1CCC(CC1)(CC(=O)O)CN","60142-96-3",171.24,"(+/-)","+-",0.995,-0.002,"Primary Amine","Primary Amine","Pollutant","Non-antibiotic drug","Non-antibiotic drug","Pollutant",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"Group 2","Zwitterion"
"Gliclazide","323.41","323.130362722","C15H21N3O3S","true","43","22","2","2","3","1","1","0.53","2","4","0","78.51",0.164539453002201,"33.3","83.88","285.83","46.39","85.56","4.72","7.99","477.15","507.21","5.37","0.52","2.93","-4.21","Moderate","1.73","1.1","1.61","1.72","1.73","1.72","1.6","1.18","0.86",0.836,"0.8","0.79","0.79","0.79","0.79","0.76","0.58","16.55","1-(4-methylbenzenesulfonyl)-3-{octahydrocyclopenta[c]pyrrol-2-yl}urea","CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1","InChI=1/C15H21N3O3S/c1-11-5-7-14(8-6-11)22(20,21)17-15(19)16-18-9-12-3-2-4-13(12)10-18/h5-8,12-13H,2-4,9-10H2,1H3,(H2,16,17,19)","BOVGTQGAOIONJV-UHFFFAOYNA-N","gliclazide","alphapharm brand of gliclazide; diabrezide; diaglyk; diaikron; diamicron; diamicron MR; gen gliclazide; gen-gliclazide; generics brand of gliclazide; genpharm brand of gliclazide; gliclazida; gliclazide; gliclazide (product); gliclazide (substance); gliclazide servier brand; gliklazid; glimicron; glyade; glyclazide; glyclizide; helsinn brand of gliclazide; mylan-gliclazide; nordialex; novo gliclazide; novo-gliclazide; novopharm brand of gliclazide; pms-gliclazide; servier brand of gliclazide; 格列齐特","21187-98-4","CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1","C15H21N3O3S",323.411,3,0.0797103,0.906538,"No Amine",3475,"CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2","21187-98-4",323.4,"(-1)","-",0.919,-0.99,"No Amine","No Amine","Pollutant","Non-antibiotic drug","Non-antibiotic drug","Pollutant",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Guanylurea","102.097","102.054160829","C2H6N4O","true","13","7","0","0","0","0","0","0.0","4","3","0","104.99",0.77908875037103,"8.77","33.98","85.79","18.1","36.49","3.02","4.36","134.76","234.25","11.48","9.97","11.81","0.02","High","-1.78","-4.05","-4.05","-4.05","-4.05","-4.05","-4.05","-4.04","-3.95",-3.762,"-3.48","-2.64","-1.93","-1.78","-2.14","-2.49","-2.57","23.48","carbamimidoylurea","NC(=N)NC(N)=O","InChI=1S/C2H6N4O/c3-1(4)6-2(5)7/h(H6,3,4,5,6,7)","SQSPRWMERUQXNE-UHFFFAOYSA-N","urea, (aminoiminomethyl)-","N/A","141-83-3","NC(=N)NC(N)=O","C2H6N4O",102.095,1,0.0146247,0.158025,"No Amine",8859,"C(=NC(=O)N)(N)N","141-83-3",102.1,"(+1)","+",0.996,1,"Carbamoylguanidine","Other","Pollutant","Non-antibiotic drug metabolite","Non-antibiotic drug metabolite","Pollutant",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Group 1","cation"
"Hydrocodone","299.37","299.15214354","C18H21NO3","true","43","22","4","1","5","1","2","0.61","0","4","0","38.77",0.0873532658900931,"32.38","82.74","274.37","54.08","75.7","4.96","6.39","443.83","426.27",NA,"8.87",NA,"-2.05","High","1.96","-1.54","-1.54","-1.54","-1.54","-1.52","-1.39","-0.82","0.1",0.476,"1.04","1.72","1.93","1.96","1.96","1.96","1.96","11.75","(1S,5R,13R,17R)-10-methoxy-4-methyl-12-oxa-4-azapentacyclo[9.6.1.0¹,¹³.0⁵,¹⁷.0⁷,¹⁸]octadeca-7(18),8,10-trien-14-one","COC1=C2O[C@H]3C(=O)CC[C@H]4[C@H]5CC(C=C1)=C2[C@@]34CCN5C","InChI=1S/C18H21NO3/c1-19-8-7-18-11-4-5-13(20)17(18)22-16-14(21-2)6-3-10(15(16)18)9-12(11)19/h3,6,11-12,17H,4-5,7-9H2,1-2H3/t11-,12-,17+,18+/m0/s1","LLPOLZWFYMWNKH-CMKMFDCUSA-N","hydrocodone","(-)-dihydrocodeinone; dihydrocodeinone; hidrocodona; hidrocodona [inn-spanish]; hydrocodon; hydrocodone; hydrocodonum; hydrocone; hydroconum; idrocodone","125-29-1, 50678-79-0","COC1=C2O[C@H]3C(=O)CC[C@H]4[C@H]5CC(C=C1)=C2[C@@]34CCN5C","C18H21NO3",299.364,1,0.252162,1.08318,"Tertiary Amine",5284569,"CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4","125-29-1",299.4,"(+1)","+",0.967,0.97,"Tertiary Amine","Tertiary Amine","Pollutant","Non-antibiotic drug","Non-antibiotic drug","Pollutant",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"No group","cation"
"Ibuprofen","206.285","206.13067982","C13H18O2","true","33","15","1","4","1","1","0","0.46","1","2","0","37.3",0.104684123375712,"23.65","60.73","211.73","35.89","64.55","3.78","6.65","356.31","430.13","4.85",NA,NA,"-3.54","Moderate","3.84","3.84","3.84","3.84","3.84","3.79","3.46","2.67","1.71",1.366,"0.85","0.41","0.32","0.32","0.31","0.31","0.31","4.49","2-[4-(2-methylpropyl)phenyl]propanoic acid","CC(C)CC1=CC=C(C=C1)C(C)C(O)=O","InChI=1/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)","HEFNNWSXXWATRW-UHFFFAOYNA-N","ibuprofen","(+-)-ibuprofen; (+-)-ibuprophen; (+-)-isomer ibuprofen; (R)-ibuprofen; (R)-isomer ibuprofen; (RS)-ibuprofen; (S)-ibuprofen; (S)-isomer ibuprofen; (r)-ibuprofen; (r)-isomer ibuprofen; (s)-ibuprofen; (s)-isomer ibuprofen; Anco; Cobo; Drin; I.V. solution, ibuprofen; Ibol; Ibu; Ibu-Slo; Ibu-Tab; Ifen; NeoProfen; Urem; aches-N-pain; act-3; actiprofen; adran; advil; advil liqui-gels; advil migraine liqui-gels; ak+C2278tren; alaxan; algofen; aluminum salt ibuprofen; amersol; amibufen; anafen; andran; anflagen; antagil; antalfene; antarene; antiflam; apo-ibuprofen; apsifen; apsifen-F; artofen; artril; artril 300; balkaprofen; betaprofen; bloom; bluton; brofen; brufanic; brufen; brufen 400; brufen retard; bruflam; brufort; buburone; bufeno; bufigen; bukrefen; bupron; buracaps; burana; butacortelone; butylenin; calcium salt ibuprofen; cap-profen; carol; cesra; children advil; children advil-flavored; children elixsure; children ibuprofen; children motrin; children's advil; children's advil-flavored; children's elixsure; children's ibuprofen; children's motrin; citalgan; codral; codral period pain; combiflam; copper (2+) salt ibuprofen; cunil; daiprophen; dalsy; dansida; deep relief; dentigoa; dexibuprofen (product); dexibuprofen (substance); dibufen; dignoflex; dolgin; dolgirid; dolgit; dolibu; dolmaral; dolo puren; dolo-dolgit; dolocyl; dolofen; dolofen-F; dolofin; dolofort; dologel; dolomax; doloren; dolormin; doltibil; dolven; donjust B; dorival; duafen; dularbuprofen; duobrus; dura-ibu; duralbuprofen; dysdolen; easifon; ebufac; emflam; emflam-200; epobron; eputex; ergix; esprenit; exneural; faspic; femadon; femafen; femapirin; femidol; fenbid; fenbid spansule; fendol; fenspan; fibraflex; gelufene; gofen; grefen; gynofug; haltran; hemagene tailleur; i.v. solution, ibuprofen; ibren; ibu-attritin; ibu-slo; ibu-slow; ibu-tab 200; ibubest; ibucasen; ibudol; ibudolor; ibufen; ibuflamar; ibufug; ibugel; ibugen; ibugesic; ibuhexal; ibulagic; ibular; ibulav; ibuleve; ibulgan; ibumed; ibumerck; ibumetin; ibupirac; ibuprin; ibuprocin; ibuprofen; ibuprofen (product); ibuprofen (substance); ibuprofen I.V. solution; ibuprofen i.v. solution; ibuprofen preparation; ibuprofen zinc; ibuprofen, (+-)-; ibuprofen, (+-)-isomer; ibuprofen, (R)-; ibuprofen, (R)-isomer; ibuprofen, (S)-; ibuprofen, (S)-isomer; ibuprofen, (r)-; ibuprofen, (r)-isomer; ibuprofen, (s)-; ibuprofen, (s)-isomer; ibuprofen, aluminum salt; ibuprofen, calcium salt; ibuprofen, copper (2+) salt; ibuprofen, magnesium salt; ibuprofen, potassium salt; ibuprofen, sodium salt; ibuprofen, zinc salt; ibuprofen-zinc; ibuprofene; ibuprofeno; ibuprofenum; ibuprohm; ibusal; ibutid; ibuβ; inabrin; inflam; inoven; ipren; irfen; isodol; jenaprofen; junifen; junior strength advil; junior strength ibuprofen; junior strength motrin; kesan; kontagripp mono; kratalgin; lamidon; lebrufen; librofem; lidifen; liptan; lopane; magnesium salt ibuprofen; malafene; manypren; medipren; melfen; mensoton; midol; midol 200; moment; motrin; motrin IB; motrin migraine pain; mynosedin; nagifen-D; napacetin; narfen; neo-helvagit; neo-mindol; neobrufen; nerofen; noalgil; nobafon; nobfelon; nobfen; nobgen; noritis; norton; novadol; novo dioxadol; novo-profen; novogent; novogent N; novoprofen; nuprilan; nuprin; nurofen; optifen; opturem; oralfene; ostarin; ostofen; ozonol; p-isobutyl-2-phenylpropionate; paduden; panafen; pantrop; paxofen; pedia-profen; pediaprofen; pediatric advil; perofen; potassium salt ibuprofen; proartinal; profen; proflex; propionic acid-ibuprofen; provon; quadrax; rafen; ranofen; rebugen; relcofen; rhinadvil; rofen; roidenin; rufen; rufin; rupan; sadefen; salivia; salprofen; salt ibuprofen, magnesium; salt ibuprofen, sodium; salt ibuprofen, zinc; schmerz-dolgit; seclodin; sednafen; seklodin; seskafen; siyafen; sodium salt ibuprofen; solpaflex; solufen; stelar; sugafen; suprafen; suspren; syntofene; tab-profen; tabalon; tabalon 400; tatanal; tempil; tofen; togal N; tonal; trauma dolgit gel; trauma-dolgit gel; traumadolgit gel; trendar; unipron; upfen; uprofen; zafen; zinc salt ibuprofen; zofen; 布洛芬","58560-75-1, 15687-27-1","CC(C)CC1=CC=C(C=C1)C(C)C(O)=O","C13H18O2",206.281,4,0.105594,0.925228,"No Amine",3672,"CC(C)CC1=CC=C(C=C1)C(C)C(=O)O","58560-75-1",206.28,"(-1)","-",0.997,-1,"No Amine","No Amine","Pollutant","Non-antibiotic drug","Non-antibiotic drug","Pollutant",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"No group","Anion"
"Imidacloprid","255.66","255.0523023","C9H10ClN5O2","true","27","17","0","3","2","1","2","0.33","1","6","0","83.66",0.260728643999127,"23.06","62.54","199.15","38.87","64.97","4.22","6.49","320.87","398.54","14.94","-0.12","7.41","-2.78","High","0.53","0.28","0.5","0.53","0.53","0.53","0.53","0.53","0.53",0.53,"0.53","0.53","0.53","0.53","0.53","0.53","0.49","15.68","2-chloro-5-{[(2E)-2-(nitroimino)imidazolidin-1-yl]methyl}pyridine","[O-][N+](=O)\N=C1/NCCN1CC1=CN=C(Cl)C=C1","InChI=1S/C9H10ClN5O2/c10-8-2-1-7(5-12-8)6-14-4-3-11-9(14)13-15(16)17/h1-2,5H,3-4,6H2,(H,11,13)","YWTYJOPNNQFBPC-UHFFFAOYSA-N","C9H10clN5O2","(E)-imidacloprid","105827-78-9, 138261-41-3","[O-][N+](=O)\N=C1/NCCN1CC1=CN=C(Cl)C=C1","C9H10ClN5O2",255.661,3,0.153504,0.863855,"No Amine",86287518,"C1CN(/C(=N/[N+](=O)[O-])/N1)CC2=CN=C(C=C2)Cl","138261-41-3",255.66,"(+/-)","+-",1,0,"No Amine","No Amine","Pollutant","Pesticide","Pesticide","Pollutant",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"No group","Zwitterion"
"Isoprocarb","193.246","193.110278727","C11H15NO2","true","29","14","0","3","1","1","0","0.36","1","1","0","38.33",0.118952301151352,"21.33","54.95","189.7","38.56","64.06","4.56","5.58","322.23","419.91","14.77",NA,NA,"-3.0","High","2.72","2.72","2.72","2.72","2.72","2.72","2.72","2.72","2.72",2.72,"2.72","2.72","2.72","2.72","2.71","2.71","2.66","7.06","2-(propan-2-yl)phenyl N-methylcarbamate","CNC(=O)OC1=CC=CC=C1C(C)C","InChI=1S/C11H15NO2/c1-8(2)9-6-4-5-7-10(9)14-11(13)12-3/h4-8H,1-3H3,(H,12,13)","QBSJMKIUCUGGNG-UHFFFAOYSA-N","isoprocarb","caswell no. 512B; epa pesticide chemical code 512300; etrofolan; hytox; isoprocarb; isoprocarbe; mipcin; mipcine; mipsin; ppc 3","2631-40-5","CNC(=O)OC1=CC=CC=C1C(C)C","C11H15NO2",193.242,3,0.139643,0.7654,"No Amine",17517,"CC(C)C1=CC=CC=C1OC(=O)NC","2631-40-5",193.24,"(0)","0",1,0,"No Amine","No Amine","Pollutant","Pesticide","Pesticide","Pollutant",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"No group","Neutral"
"Ketamine","237.73","237.0920418","C13H16ClNO","true","32","16","1","2","2","1","0","0.46","1","2","0","29.1",0.0818910932883073,"25.95","65.55","218.9","46.03","60.54","4.29","5.18","355.35","370.21",NA,"7.29",NA,"-2.96","High","3.35","0.11","0.11","0.11","0.14","0.38","1.1","2.04","2.88",3.036,"3.27","3.34","3.35","3.35","3.35","3.35","3.35","9.88","2-(2-chlorophenyl)-2-(methylamino)cyclohexan-1-one","CNC1(CCCCC1=O)C1=CC=CC=C1Cl","InChI=1/C13H16ClNO/c1-15-13(9-5-4-8-12(13)16)10-6-2-3-7-11(10)14/h2-3,6-7,15H,4-5,8-9H2,1H3","YQEZLKZALYSWHR-UHFFFAOYNA-N","ketamine","(+-)-ketamine; DL-ketamine; calipsol; calypsol; cetamina; clsta 20; dl-ketamine; kalipsol; ketalar base; ketamine; ketamine (product); ketamine (substance); ketamine hydrochloride (product); ketamine hydrochloride (substance); ketamine hydrochloride preparation; ketamine preparation; ketaminum; ketaset; ketaset (product); ketolar; special K; special K [street name]","6740-88-1, 100477-72-3","CNC1(CCCCC1=O)C1=CC=CC=C1Cl","C13H16ClNO",237.725,2,0.181387,0.806407,"Secondary Amine",3821,"CNC1(CCCCC1=O)C2=CC=CC=C2Cl","6740-88-1",237.72,"(0)","0",0.561,0.44,"Secondary Amine","Secondary Amine","Pollutant","Non-antibiotic drug","Non-antibiotic drug","Pollutant",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Group 3","Neutral"
"Lamotrigine","256.09","255.0078506","C9H7Cl2N5","true","23","16","0","1","2","2","1","0.0","2","5","0","90.71",0.323052815271199,"24.7","66.62","189.57","32.67","66.32","3.94","6.19","280.79","371.38","14.98","5.89","10.93","-4.43","Low","1.93","-1.03","-0.96","-0.91","-0.66","0.07","0.99","1.68","1.89",1.902,"1.92","1.93","1.93","1.93","1.93","1.92","1.89","6.88","6-(2,3-dichlorophenyl)-1,2,4-triazine-3,5-diamine","NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1","InChI=1S/C9H7Cl2N5/c10-5-3-1-2-4(6(5)11)7-8(12)14-9(13)16-15-7/h1-3H,(H4,12,13,14,16)","PYZRQGJRPPTADH-UHFFFAOYSA-N","lamotrigine","C9H7cl2N5; LTG; crisomet; desitin brand of lamotrigine; faes brand of lamotrigine; glaxo wellcome brand of lamotrigine; glaxosmithkline brand of lamotrigine; juste brand of lamotrigine; labileno; lamictal; lamictal CD; lamictal XR; lamictal cd; lamictin; lamiktal; lamitor; lamotrigin; lamotrigina; lamotrigine; lamotrigine (product); lamotrigine (substance); lamotrigine preparation; lamotriginum; tocris-1611; 拉莫三嗪","84057-84-1","NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1","C9H7Cl2N5",256.091,1,0.0912326,0.699717,"No Amine",3878,"C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N","84057-84-1",256.09,"(0)","0",0.997,0.23,"No Amine","No Amine","Pollutant","Non-antibiotic drug","Non-antibiotic drug","Pollutant",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"No group","Neutral"
"Lidocaine","234.343","234.173213336","C14H22N2O","true","39","17","0","5","1","1","0","0.5","1","2","0","32.34",0.0759137109457525,"27.64","73.93","244.83","46.65","75.17","4.62","6.75","426.01","503.98","13.78","7.75","10.77","-2.64","High","2.84","-0.66","-0.66","-0.66","-0.63","-0.47","0.16","1.09","2.02",2.272,"2.65","2.82","2.84","2.84","2.84","2.78","2.45","16.27","2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide","CCN(CC)CC(=O)NC1=C(C)C=CC=C1C","InChI=1S/C14H22N2O/c1-5-16(6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)","NNJVILVZKWQKPM-UHFFFAOYSA-N","lidocaine","L-caine; dilocaine; lidocaine; lidocaine (inn); lidoderm; xylocaine 5% spinal","137-58-6, 91484-71-8","CCN(CC)CC(=O)NC1=C(C)C=CC=C1C","C14H22N2O",234.337,5,0.0769449,0.65335,"Tertiary Amine",3676,"CCN(CC)CC(=O)NC1=C(C=CC=C1C)C","137-58-6",234.34,"(+1)","+",0.693,0.69,"Tertiary Amine","Tertiary Amine","Pollutant","Non-antibiotic drug","Non-antibiotic drug","Pollutant",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Group 3","cation"
"Linalool","154.253","154.1357652","C10H18O","true","29","11","1","4","0","0","0","0.6","1","1","0","20.23",0.0690302327168498,"19.31","50.21","174.96","31.26","58.01","3.56","5.98","293.06","378.23",NA,"-1.29",NA,"-2.1","High","2.65","2.63","2.65","2.65","2.65","2.65","2.65","2.65","2.65",2.65,"2.65","2.65","2.65","2.65","2.65","2.65","2.65","5.14","3,7-dimethylocta-1,6-dien-3-ol","CC(C)=CCCC(C)(O)C=C","InChI=1/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3","CDOSHBSSFJOMGT-UHFFFAOYNA-N","linalool, (+-)-","(+-)-isomer linalool; (R)-isomer linalool; (S)-isomer linalool; (r)-isomer linalool; (s)-isomer linalool; caswell no. 526A; epa pesticide chemical code 128838; fema number 2635; linalol (substance); linalool (natural); linalool, (+-)-isomer; linalool, (R)-isomer; linalool, (S)-isomer; linalool, (r)-isomer; linalool, (s)-isomer; linalool, titanium (4+) salt; p-linalool; titanium (4+) salt linalool; β-linalool","78-70-6, 22564-99-4","CC(C)=CCCC(C)(O)C=C","C10H18O",154.249,4,0.132339,0.84075,"No Amine",6549,"CC(=CCCC(C)(C=C)O)C","78-70-6",154.25,"(0)","0",1,0,"No Amine","No Amine","Pollutant","Industrial chemical","Industrial chemical","Pollutant",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"No group","Neutral"
"Sotalol","272.36","272.119463686","C12H20N2O3S","true","38","18","1","5","1","1","0","0.5","3","4","0","78.43",0.181651843616824,"28.81","71.12","252.47","41.04","79.26","4.05","7.96","431.76","526.32","8.75","9.64","9.17","-1.33","High","-0.84","-3.19","-3.19","-3.19","-3.19","-3.19","-3.17","-2.98","-2.34",-1.984,"-1.45","-0.84","-0.81","-0.88","-0.9","-0.93","-1.15","19.14","N-(4-{1-hydroxy-2-[(propan-2-yl)amino]ethyl}phenyl)methanesulfonamide","CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1","InChI=1/C12H20N2O3S/c1-9(2)13-8-12(15)10-4-6-11(7-5-10)14-18(3,16)17/h4-7,9,12-15H,8H2,1-3H3","ZBMZVLHSJCTVON-UHFFFAOYNA-N","sotalol","darob; knoll pharmaceutical brand of sotalol; sorine; sotalol; sotalol (product); sotalol (substance); sotalol preparation; sotalolum; β-cardone","3930-20-9","CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1","C12H20N2O3S",272.364,6,0.0904374,0.884068,"Secondary Amine",5253,"CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O","3930-20-9",272.37,"(+1)","+",0.9573,0.95,"Secondary Amine","Secondary Amine","Pollutant","Non-antibiotic drug","Non-antibiotic drug","Pollutant",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Group 2","cation"
"Melamine","126.123","126.065394217","C3H6N6","true","15","9","0","0","1","1","1","0.0","3","6","0","116.73",0.735446068548387,"11.18","36.46","102.24","23.0","43.64","4.0","4.38","158.72","265.65",NA,"9.56","12.62","-1.69","High","-0.59","-4.09","-3.94","-3.38","-2.77","-2.58","-2.56","-2.54","-2.46",-2.284,"-2.02","-1.24","-0.73","-0.61","-0.6","-0.6","-0.6","11.7","1,3,5-triazine-2,4,6-triamine","NC1=NC(N)=NC(N)=N1","InChI=1S/C3H6N6/c4-1-7-2(5)9-3(6)8-1/h(H6,4,5,6,7,8,9)","JDSHMPZPIAZGSV-UHFFFAOYSA-N","melamine","Aero; adk stab ZS 27; ccris 373; cyanuramide; cyanuric triamide; hicophor PR; isomelamine; mark ZS 27; melamine bis(oxymethyl)phosphonic acid salt; melaminium citrate; pluragard; pluragard C 133; s-triazinetriamine; spinflam ML 94M; sym-triaminotriazine; teoharn; theoharn; yukamelamine","108-78-1, 5432-64-4","NC1=NC(N)=NC(N)=N1","C3H6N6",126.12,0,0.00859272,0.144753,"No Amine",7955,"C1(=NC(=NC(=N1)N)N)N","108-78-1",126.12,"(0)","0",1,0.99,"No Amine","No Amine","Pollutant","Industrial chemical","Industrial chemical","Pollutant",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"No group","Neutral"
